instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
ba_1024_1_9.txt,barabasi_albert_10ins_m20,42,QQA1,-246986.0,7.598526954650879,-246986.0,7.594788312911987,256,0.75,0.0005,-3.0,0.05,4.0,0.25,3500,500,cuda,2025-11-19 07:25:06
