instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,alpha,beta,mode,timestamp
er_524288_1_6.txt,erdos_renyi_10ins_m20,42,SpecAdj,-132788777.0,0.4001636505126953,True,47,0,1.0,0,2025-11-21 04:02:16
er_524288_1_6.txt,erdos_renyi_10ins_m20,43,SpecAdj,-132932591.0,0.2960655689239502,True,31,0,1.0,0,2025-11-21 04:02:16
er_524288_1_6.txt,erdos_renyi_10ins_m20,44,SpecAdj,-132716097.0,0.3049921989440918,True,34,0,1.0,0,2025-11-21 04:02:16
er_524288_1_6.txt,erdos_renyi_10ins_m20,45,SpecAdj,-132726503.0,0.302788496017456,True,35,0,1.0,0,2025-11-21 04:02:17
er_524288_1_6.txt,erdos_renyi_10ins_m20,46,SpecAdj,-132952727.0,0.3203878402709961,True,40,0,1.0,0,2025-11-21 04:02:17
er_524288_1_6.txt,erdos_renyi_10ins_m20,47,SpecAdj,-132781589.00000004,0.299907922744751,True,33,0,1.0,0,2025-11-21 04:02:17
er_524288_1_6.txt,erdos_renyi_10ins_m20,48,SpecAdj,-133212293.0,0.3153045177459717,True,37,0,1.0,0,2025-11-21 04:02:18
er_524288_1_6.txt,erdos_renyi_10ins_m20,49,SpecAdj,-132929305.0,0.3226161003112793,True,43,0,1.0,0,2025-11-21 04:02:18
er_524288_1_6.txt,erdos_renyi_10ins_m20,50,SpecAdj,-133025869.0,0.3089218139648437,True,38,0,1.0,0,2025-11-21 04:02:18
er_524288_1_6.txt,erdos_renyi_10ins_m20,51,SpecAdj,-132800023.00000001,0.3289201259613037,True,45,0,1.0,0,2025-11-21 04:02:19
