instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
er_16384_1_3.txt,erdos_renyi_10ins_m20,42,SPONGE,-3738496.0,0.3967320919036865,2,1.0,1.0,True,2025-11-16 15:08:44
