instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
er_64_1_7.txt,erdos_renyi_10ins_m20,42,SPONGE,-16429.0,0.014807462692260742,2,1.0,1.0,True,2025-11-16 15:17:35
