instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,alpha,beta,mode,timestamp
G64.txt,Gset,42,SpecAdj,-15279.0,0.0269505977630615,True,29,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,43,SpecAdj,-15251.0,0.0239970684051513,True,22,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,44,SpecAdj,-15209.0,0.0217950344085693,True,15,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,45,SpecAdj,-15239.000000000002,0.022721529006958,True,18,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,46,SpecAdj,-15265.000000000002,0.0255870819091796,True,27,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,47,SpecAdj,-15267.0,0.0255541801452636,True,27,0,1.0,0,2025-11-24 04:59:13
G64.txt,Gset,48,SpecAdj,-15223.0,0.0268559455871582,True,31,0,1.0,0,2025-11-24 04:59:14
G64.txt,Gset,49,SpecAdj,-15285.0,0.0242676734924316,True,23,0,1.0,0,2025-11-24 04:59:14
G64.txt,Gset,50,SpecAdj,-15247.000000000004,0.0249359607696533,True,25,0,1.0,0,2025-11-24 04:59:14
G64.txt,Gset,51,SpecAdj,-15214.999999999998,0.022344350814819336,True,17,0,1.0,0,2025-11-24 04:59:14
