instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_1024_1_8.txt,barabasi_albert_10ins_m20,42,onlyLS,-260734.00000000003,0.1096923351287841,True,64,128,1000,32,2025-11-19 20:38:40
ba_1024_1_8.txt,barabasi_albert_10ins_m20,43,onlyLS,-260946.0000000001,0.1097543239593505,True,65,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,44,onlyLS,-261384.0,0.1139583587646484,True,80,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,45,onlyLS,-259072.0000000001,0.1093525886535644,True,64,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,46,onlyLS,-260134.0,0.1148381233215332,True,83,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,47,onlyLS,-259198.0,0.1117470264434814,True,73,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,48,onlyLS,-259864.00000000003,0.1132562160491943,True,78,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,49,onlyLS,-260084.0,0.11008882522583,True,67,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,50,onlyLS,-264318.0,0.1087195873260498,True,62,128,1000,32,2025-11-19 20:38:41
ba_1024_1_8.txt,barabasi_albert_10ins_m20,51,onlyLS,-261774.00000000003,0.11149787902832031,True,70,128,1000,32,2025-11-19 20:38:41
