instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_131072_1_0.txt,barabasi_albert_10ins_m20,42,onlyLS,-31174388.000000004,0.8302080631256104,True,39,128,1000,32,2025-11-19 20:57:49
ba_131072_1_0.txt,barabasi_albert_10ins_m20,43,onlyLS,-31194022.0,0.772712230682373,True,42,128,1000,32,2025-11-19 20:57:50
ba_131072_1_0.txt,barabasi_albert_10ins_m20,44,onlyLS,-31161406.0,0.7847611904144287,True,43,128,1000,32,2025-11-19 20:57:51
ba_131072_1_0.txt,barabasi_albert_10ins_m20,45,onlyLS,-31185418.0,0.7665860652923584,True,41,128,1000,32,2025-11-19 20:57:52
ba_131072_1_0.txt,barabasi_albert_10ins_m20,46,onlyLS,-31171440.0,0.7653779983520508,True,41,128,1000,32,2025-11-19 20:57:52
ba_131072_1_0.txt,barabasi_albert_10ins_m20,47,onlyLS,-31199050.0,0.7280056476593018,True,37,128,1000,32,2025-11-19 20:57:53
ba_131072_1_0.txt,barabasi_albert_10ins_m20,48,onlyLS,-31182372.0,0.7563490867614746,True,40,128,1000,32,2025-11-19 20:57:54
ba_131072_1_0.txt,barabasi_albert_10ins_m20,49,onlyLS,-31220520.0,0.8040294647216797,True,43,128,1000,32,2025-11-19 20:57:55
ba_131072_1_0.txt,barabasi_albert_10ins_m20,50,onlyLS,-31210194.000000004,0.8520352840423584,True,49,128,1000,32,2025-11-19 20:57:56
ba_131072_1_0.txt,barabasi_albert_10ins_m20,51,onlyLS,-31181054.0,0.7579646110534668,True,40,128,1000,32,2025-11-19 20:57:56
