instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_512_1_2.txt,barabasi_albert_10ins_m20,42,onlyLS,-131698.0,0.1135151386260986,True,80,128,1000,32,2025-11-19 21:05:55
ba_512_1_2.txt,barabasi_albert_10ins_m20,43,onlyLS,-132978.0,0.1114649772644043,True,73,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,44,onlyLS,-135750.0,0.1105234622955322,True,69,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,45,onlyLS,-132224.0,0.1115624904632568,True,72,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,46,onlyLS,-132336.0,0.1123502254486084,True,75,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,47,onlyLS,-131950.0,0.1112887859344482,True,71,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,48,onlyLS,-133505.99999999997,0.1148569583892822,True,83,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,49,onlyLS,-133570.0,0.1153545379638671,True,85,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,50,onlyLS,-134202.0,0.1727058887481689,True,70,128,1000,32,2025-11-19 21:05:56
ba_512_1_2.txt,barabasi_albert_10ins_m20,51,onlyLS,-131662.00000000003,0.11105561256408691,True,72,128,1000,32,2025-11-19 21:05:57
