instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_262144_1_4.txt,barabasi_albert_10ins_m20,42,onlyLS,-61858299.00000001,1.7473139762878418,True,46,128,1000,32,2025-11-19 21:02:36
ba_262144_1_4.txt,barabasi_albert_10ins_m20,43,onlyLS,-61814545.0,1.6433954238891602,True,44,128,1000,32,2025-11-19 21:02:37
ba_262144_1_4.txt,barabasi_albert_10ins_m20,44,onlyLS,-61886563.0,2.1720001697540283,True,70,128,1000,32,2025-11-19 21:02:40
ba_262144_1_4.txt,barabasi_albert_10ins_m20,45,onlyLS,-61793231.0,1.6660194396972656,True,44,128,1000,32,2025-11-19 21:02:41
ba_262144_1_4.txt,barabasi_albert_10ins_m20,46,onlyLS,-61833981.0,1.7495570182800293,True,49,128,1000,32,2025-11-19 21:02:43
ba_262144_1_4.txt,barabasi_albert_10ins_m20,47,onlyLS,-61822289.0,1.5697119235992432,True,40,128,1000,32,2025-11-19 21:02:45
ba_262144_1_4.txt,barabasi_albert_10ins_m20,48,onlyLS,-61840008.99999999,1.6086161136627195,True,42,128,1000,32,2025-11-19 21:02:46
ba_262144_1_4.txt,barabasi_albert_10ins_m20,49,onlyLS,-61845077.00000001,1.7714338302612305,True,50,128,1000,32,2025-11-19 21:02:48
ba_262144_1_4.txt,barabasi_albert_10ins_m20,50,onlyLS,-61828633.0,1.6524577140808103,True,44,128,1000,32,2025-11-19 21:02:50
ba_262144_1_4.txt,barabasi_albert_10ins_m20,51,onlyLS,-61829725.00000001,1.5908403396606445,True,41,128,1000,32,2025-11-19 21:02:51
