instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,onlyLS,-31516.000000000004,0.1085650920867919,True,82,128,1000,32,2025-11-19 20:57:39
ba_128_1_6.txt,barabasi_albert_10ins_m20,43,onlyLS,-31762.000000000004,0.1161587238311767,True,107,128,1000,32,2025-11-19 20:57:39
ba_128_1_6.txt,barabasi_albert_10ins_m20,44,onlyLS,-31762.000000000004,0.1145908832550048,True,103,128,1000,32,2025-11-19 20:57:39
ba_128_1_6.txt,barabasi_albert_10ins_m20,45,onlyLS,-31626.000000000004,0.1106410026550293,True,89,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,46,onlyLS,-31516.000000000004,0.1052863597869873,True,70,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,47,onlyLS,-31762.000000000004,0.1213171482086181,True,125,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,48,onlyLS,-31626.000000000004,0.1089787483215332,True,84,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,49,onlyLS,-31762.000000000004,0.1069188117980957,True,76,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,50,onlyLS,-31762.000000000004,0.1049423217773437,True,70,128,1000,32,2025-11-19 20:57:40
ba_128_1_6.txt,barabasi_albert_10ins_m20,51,onlyLS,-31762.000000000004,0.10972380638122559,True,86,128,1000,32,2025-11-19 20:57:40
