instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_262144_1_2.txt,barabasi_albert_10ins_m20,42,onlyLS,-61852680.0,1.6581616401672363,True,42,128,1000,32,2025-11-19 21:01:43
ba_262144_1_2.txt,barabasi_albert_10ins_m20,43,onlyLS,-61841772.0,1.5817046165466309,True,41,128,1000,32,2025-11-19 21:01:44
ba_262144_1_2.txt,barabasi_albert_10ins_m20,44,onlyLS,-61853702.0,1.6472728252410889,True,41,128,1000,32,2025-11-19 21:01:46
ba_262144_1_2.txt,barabasi_albert_10ins_m20,45,onlyLS,-61846417.99999999,1.5999717712402344,True,42,128,1000,32,2025-11-19 21:01:47
ba_262144_1_2.txt,barabasi_albert_10ins_m20,46,onlyLS,-61915797.99999999,1.6854684352874756,True,46,128,1000,32,2025-11-19 21:01:49
ba_262144_1_2.txt,barabasi_albert_10ins_m20,47,onlyLS,-61932865.99999999,1.6632015705108645,True,45,128,1000,32,2025-11-19 21:01:51
ba_262144_1_2.txt,barabasi_albert_10ins_m20,48,onlyLS,-61879165.99999999,1.6811530590057373,True,46,128,1000,32,2025-11-19 21:01:53
ba_262144_1_2.txt,barabasi_albert_10ins_m20,49,onlyLS,-61870675.99999999,1.6038432121276855,True,42,128,1000,32,2025-11-19 21:01:54
ba_262144_1_2.txt,barabasi_albert_10ins_m20,50,onlyLS,-61832925.99999999,1.6687464714050293,True,44,128,1000,32,2025-11-19 21:01:56
ba_262144_1_2.txt,barabasi_albert_10ins_m20,51,onlyLS,-61867758.0,1.714195728302002,True,44,128,1000,32,2025-11-19 21:01:58
