instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_16384_1_8.txt,barabasi_albert_10ins_m20,42,onlyLS,-4036700.0,0.1683948040008545,True,71,128,1000,32,2025-11-19 21:00:10
ba_16384_1_8.txt,barabasi_albert_10ins_m20,43,onlyLS,-4046528.0,0.1647975444793701,True,68,128,1000,32,2025-11-19 21:00:10
ba_16384_1_8.txt,barabasi_albert_10ins_m20,44,onlyLS,-4046420.0,0.1695384979248047,True,74,128,1000,32,2025-11-19 21:00:10
ba_16384_1_8.txt,barabasi_albert_10ins_m20,45,onlyLS,-4050808.0,0.1768245697021484,True,83,128,1000,32,2025-11-19 21:00:10
ba_16384_1_8.txt,barabasi_albert_10ins_m20,46,onlyLS,-4044498.0,0.1667585372924804,True,69,128,1000,32,2025-11-19 21:00:10
ba_16384_1_8.txt,barabasi_albert_10ins_m20,47,onlyLS,-4044624.0,0.1693570613861084,True,72,128,1000,32,2025-11-19 21:00:11
ba_16384_1_8.txt,barabasi_albert_10ins_m20,48,onlyLS,-4052492.0,0.169980764389038,True,73,128,1000,32,2025-11-19 21:00:11
ba_16384_1_8.txt,barabasi_albert_10ins_m20,49,onlyLS,-4056592.0,0.1762561798095703,True,81,128,1000,32,2025-11-19 21:00:11
ba_16384_1_8.txt,barabasi_albert_10ins_m20,50,onlyLS,-4042208.0,0.1650919914245605,True,67,128,1000,32,2025-11-19 21:00:11
ba_16384_1_8.txt,barabasi_albert_10ins_m20,51,onlyLS,-4068455.9999999995,0.1647651195526123,True,67,128,1000,32,2025-11-19 21:00:11
