instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_2048_1_6.txt,barabasi_albert_10ins_m20,42,onlyLS,-514324.0,0.119349718093872,True,71,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,43,onlyLS,-512636.0,0.1205251216888427,True,72,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,44,onlyLS,-516910.0,0.1255660057067871,True,89,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,45,onlyLS,-513436.00000000006,0.1348378658294677,True,73,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,46,onlyLS,-521102.00000000006,0.1170191764831543,True,65,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,47,onlyLS,-512552.00000000006,0.1332409381866455,True,73,128,1000,32,2025-11-19 21:00:22
ba_2048_1_6.txt,barabasi_albert_10ins_m20,48,onlyLS,-515590.0,0.116950511932373,True,65,128,1000,32,2025-11-19 21:00:23
ba_2048_1_6.txt,barabasi_albert_10ins_m20,49,onlyLS,-517328.0,0.1190762519836425,True,69,128,1000,32,2025-11-19 21:00:23
ba_2048_1_6.txt,barabasi_albert_10ins_m20,50,onlyLS,-515072.00000000006,0.1171236038208007,True,65,128,1000,32,2025-11-19 21:00:23
ba_2048_1_6.txt,barabasi_albert_10ins_m20,51,onlyLS,-513230.0,0.12124371528625488,True,78,128,1000,32,2025-11-19 21:00:23
