instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,n_random_solutions,max_local_iterations,precision,timestamp
ba_256_1_2.txt,barabasi_albert_10ins_m20,42,onlyLS,-65229.00000000001,0.1214077472686767,True,122,128,1000,32,2025-11-19 21:00:29
ba_256_1_2.txt,barabasi_albert_10ins_m20,43,onlyLS,-64321.00000000001,0.1137962341308593,True,97,128,1000,32,2025-11-19 21:00:29
ba_256_1_2.txt,barabasi_albert_10ins_m20,44,onlyLS,-65437.0,0.1103286743164062,True,86,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,45,onlyLS,-64835.000000000015,0.1153643131256103,True,102,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,46,onlyLS,-65415.0,0.1091053485870361,True,81,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,47,onlyLS,-64835.0,0.1131761074066162,True,94,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,48,onlyLS,-64270.99999999999,0.1159732341766357,True,104,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,49,onlyLS,-64221.0,0.1077029705047607,True,77,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,50,onlyLS,-64673.00000000001,0.1104462146759033,True,86,128,1000,32,2025-11-19 21:00:30
ba_256_1_2.txt,barabasi_albert_10ins_m20,51,onlyLS,-64725.00000000001,0.11597919464111328,True,104,128,1000,32,2025-11-19 21:00:30
