instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
ba_16384_1_8.txt,barabasi_albert_10ins_m20,42,QQA,-3886568.0,11.111643314361572,-3886568.0,11.09945273399353,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-17 23:32:52
