instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
ba_2097152_1_0.bin.gz,barabasi_albert,42,QQA,-494498848.0,4729.8649027347565,-494498944.0,4727.079676866531,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-18 02:45:09
