instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,alpha,beta,mode,timestamp
er_8388608_1_5.bin.gz,erdos_renyi,42,SpecAdj,-2123790617.0,5.513616800308228,True,47,0,1.0,0,2025-11-21 03:03:18
er_8388608_1_5.bin.gz,erdos_renyi,43,SpecAdj,-2123936937.0,5.424282550811768,True,45,0,1.0,0,2025-11-21 03:03:24
er_8388608_1_5.bin.gz,erdos_renyi,44,SpecAdj,-2124651660.9999995,5.397580623626709,True,43,0,1.0,0,2025-11-21 03:03:29
er_8388608_1_5.bin.gz,erdos_renyi,45,SpecAdj,-2124372807.0000007,5.363178014755249,True,42,0,1.0,0,2025-11-21 03:03:34
er_8388608_1_5.bin.gz,erdos_renyi,46,SpecAdj,-2124188328.9999995,5.283884286880493,True,40,0,1.0,0,2025-11-21 03:03:40
er_8388608_1_5.bin.gz,erdos_renyi,47,SpecAdj,-2124869430.999999,5.507371425628662,True,46,0,1.0,0,2025-11-21 03:03:45
er_8388608_1_5.bin.gz,erdos_renyi,48,SpecAdj,-2124385516.9999995,5.551242113113403,True,47,0,1.0,0,2025-11-21 03:03:51
er_8388608_1_5.bin.gz,erdos_renyi,49,SpecAdj,-2124460030.9999995,5.847098112106323,True,56,0,1.0,0,2025-11-21 03:03:57
er_8388608_1_5.bin.gz,erdos_renyi,50,SpecAdj,-2124422430.9999995,5.601370573043823,True,47,0,1.0,0,2025-11-21 03:04:02
er_8388608_1_5.bin.gz,erdos_renyi,51,SpecAdj,-2124076743.0000002,5.613203763961792,True,48,0,1.0,0,2025-11-21 03:04:08
