instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
er_4194304_1_2.bin.gz,erdos_renyi,42,SPONGE,-830045477.0,283.5861575603485,2,1.0,1.0,True,2025-11-16 16:08:05
