instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
er_4194304_1_0.bin.gz,erdos_renyi,42,SPONGE,-830353092.0,285.28800415992737,2,1.0,1.0,True,2025-11-16 15:53:26
