instance_name,dataset,seed,solver_name,alpha,beta,energy,raw_energy,time,mode,use_local_search,local_search_iterations,eigsh_iterations,warm_start,alpha_index,precision,lambda1,degree_scale,energy_bound,timestamp
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.0,1.0,-30818.000000000004,-22472.000000000004,0.013386011123657227,0,True,34,33,True,0,32,0.8716456890106201,129.0,-360546.2153338194,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.08873565094161137,1.0,-30682.000000000004,-24816.000000000004,0.012817859649658203,0,True,34,33,True,1,32,0.8615860939025879,114.3125991821289,-315808.65254997,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.12549116102763172,1.0,-30682.000000000004,-24816.000000000004,0.012794733047485352,0,True,34,33,True,2,32,0.8570986986160278,108.7684326171875,-298926.86688273237,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.15369465587356798,1.0,-30682.000000000004,-24816.000000000004,0.012915372848510742,0,True,34,33,True,3,32,0.8535171747207642,104.71220397949219,-286576.6552171995,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.17747130188322274,1.0,-30792.000000000004,-24638.000000000004,0.012972831726074219,0,True,34,33,True,4,32,0.8503997921943665,101.42023468017578,-276553.3991404673,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.19841894753313627,1.0,-30966.0,-24886.000000000007,0.012857913970947266,0,True,34,33,True,5,32,0.8475761413574219,98.6131591796875,-268006.199068811,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.21735706680066552,1.0,-30966.0,-24886.000000000007,0.012802362442016602,0,True,34,33,True,6,32,0.8449588418006897,96.14808654785156,-260499.8303656708,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.23477246481693817,1.0,-30966.0,-24886.000000000007,0.012798309326171875,0,True,34,33,True,7,32,0.8424960374832153,93.94042205810547,-253776.62551578748,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.25098232205526344,1.0,-30966.0,-24886.000000000007,0.012780189514160156,0,True,34,33,True,8,32,0.8401541709899902,91.93521118164062,-247669.26201470123,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.26620695282483414,1.0,-30796.000000000007,-25446.000000000004,0.012827157974243164,0,True,34,33,True,9,32,0.8379099369049072,90.09437561035156,-242061.80358789192,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.28060676663315687,1.0,-30796.000000000007,-25446.000000000004,0.012849807739257812,0,True,34,33,True,10,32,0.8357464075088501,88.39027404785156,-236870.0998324494,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.2943028597012718,1.0,-30906.0,-25578.000000000004,0.012725114822387695,0,True,34,33,True,11,32,0.8336505889892578,86.80211639404297,-232030.79059417886,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.30738931174713596,1.0,-30906.0,-25578.000000000004,0.01273798942565918,0,True,34,33,True,12,32,0.8316129446029663,85.31378173828125,-227494.9070831807,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.31994093943165425,1.0,-31158.0,-26618.000000000004,0.012759685516357422,0,True,34,33,True,13,32,0.8296253085136414,83.9124984741211,-223223.48735200398,2025-11-17 18:22:47
ba_128_1_6.txt,barabasi_albert_10ins_m20,42,SpecAnn,0.3320184038158743,1.0,-31158.0,-26618.000000000004,0.012733221054077148,0,True,34,33,True,14,32,0.8276814818382263,82.58792114257812,-219185.09465452444,2025-11-17 18:22:47
