instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_4.txt,ba2,42,SDP,-29544.999999999993,24.23502779006958,-75569.97951154913,10,2025-11-17 01:35:35
