instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_64_1_5.txt,ba2,42,SDP,-15033.999999999998,0.9749763011932373,-34162.309142886166,10,2025-11-17 01:37:46
