instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_64_1_8.txt,ba2,42,SDP,-13467.0,0.9108922481536865,-32752.797523182817,10,2025-11-17 01:37:49
