instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_64_1_0.txt,ba2,42,SDP,-12657.999999999998,1.1340246200561523,-32064.87526329594,10,2025-11-17 01:37:42
