instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_7.txt,ba2,42,SDP,-29791.999999999996,27.181730270385742,-74796.93252002279,10,2025-11-17 01:36:54
