instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_9.txt,ba2,42,SDP,-28275.999999999996,24.634896516799927,-75403.87525567476,10,2025-11-17 01:37:41
