instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_64_1_6.txt,ba2,42,SDP,-12896.0,0.9099092483520508,-31968.99737732435,10,2025-11-17 01:37:47
