instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_5.txt,ba2,42,SDP,-29365.0,24.472168684005737,-73489.62343238633,10,2025-11-17 01:36:00
