instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_1.txt,ba2,42,SDP,-27542.000000000004,21.764775276184082,-73709.49596490934,10,2025-11-17 01:34:19
