instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_64_1_1.txt,ba2,42,SDP,-12532.999999999998,0.9357352256774902,-32147.75456012762,10,2025-11-17 01:37:43
