instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_6.txt,ba2,42,SDP,-29634.000000000004,27.185333967208862,-74904.65264461658,10,2025-11-17 01:36:27
