instance_name,dataset,seed,solver_name,energy,time,sdp_objective,num_rounding_trials,timestamp
ba_128_1_3.txt,ba2,42,SDP,-29553.0,27.265339374542236,-75570.17781532055,10,2025-11-17 01:35:11
