instance_name,dataset,seed,solver_name,alpha,beta,energy,time,mode,use_local_search,local_search_iterations,eigsh_iterations,warm_start,alpha_index,precision,timestamp
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.0,1.00000001,-1025344.0,0.0125899314880371,0,True,82,33,True,0,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.0887356509416113,1.00000001,-1027448.0,0.0117619037628173,0,True,82,33,True,1,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.1254911610276317,1.00000001,-1015226.0,0.0113706588745117,0,True,82,33,True,2,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.1536946558735679,1.00000001,-1013564.0,0.011481761932373,0,True,82,33,True,3,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.1774713018832227,1.00000001,-1008500.0,0.0113928318023681,0,True,82,33,True,4,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.1984189475331362,1.00000001,-1017416.0,0.0114924907684326,0,True,82,33,True,5,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2173570668006655,1.00000001,-1021848.0,0.0116701126098632,0,True,82,33,True,6,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2347724648169381,1.00000001,-1017232.0,0.0116312503814697,0,True,82,33,True,7,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2509823220552634,1.00000001,-1025336.0,0.0115160942077636,0,True,82,33,True,8,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2662069528248341,1.00000001,-1015532.0,0.0113899707794189,0,True,82,33,True,9,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2806067666331568,1.00000001,-1007394.0,0.0113093852996826,0,True,82,33,True,10,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.2943028597012718,1.00000001,-1019932.0,0.0114510059356689,0,True,82,33,True,11,64,2025-11-16 07:29:23
ba_4096_1_2.txt,barabasi_albert_10ins_m20,42,SpecAnn-64,0.3073893117471359,1.00000001,-1012846.0,0.0113406181335449,0,True,82,33,True,12,64,2025-11-16 07:29:23
