instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G6.txt,Gset,42,DSN_thorough,-1991.0,1991.0,-5146.451231826679,31.835844039916992,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:52:35
G6.txt,Gset,43,DSN_thorough,-1994.0,1994.0,-5146.396289000346,31.85040593147278,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:53:06
G6.txt,Gset,44,DSN_thorough,-2002.0,2002.0,-5146.611067690887,31.829237699508667,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:53:38
G6.txt,Gset,45,DSN_thorough,-2021.0,2021.0,-5146.6339111328125,31.832380294799805,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:54:10
G6.txt,Gset,46,DSN_thorough,-1953.0,1953.0,-5146.552658081055,29.881511926651,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:54:40
G6.txt,Gset,47,DSN_thorough,-1980.0,1980.0,-5146.222416853707,31.842698335647583,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:55:12
G6.txt,Gset,48,DSN_thorough,-1980.0,1980.0,-5146.76399230957,31.502439260482788,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:55:43
G6.txt,Gset,49,DSN_thorough,-2021.0,2021.0,-5147.110748291016,31.7922146320343,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:56:15
G6.txt,Gset,50,DSN_thorough,-1976.0,1976.0,-5146.501574668975,31.799374103546143,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:56:47
G6.txt,Gset,51,DSN_thorough,-2001.0,2001.0,-5146.380985536089,31.809868812561035,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:57:19
