instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G15.txt,Gset,42,DSN_thorough,-2915.0,2915.0,-4663.420941238408,6.564145088195801,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:40:37
G15.txt,Gset,43,DSN_thorough,-2926.0,2926.0,-4663.420332375274,6.581545114517212,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:40:43
G15.txt,Gset,44,DSN_thorough,-2922.0,2922.0,-4663.420585447951,6.607898473739624,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:40:50
G15.txt,Gset,45,DSN_thorough,-2916.0,2916.0,-4663.420027943183,6.576823472976685,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:40:56
G15.txt,Gset,46,DSN_thorough,-2923.0,2923.0,-4663.420435092121,6.561018466949463,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:03
G15.txt,Gset,47,DSN_thorough,-2926.0,2926.0,-4663.420460771187,6.578408479690552,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:10
G15.txt,Gset,48,DSN_thorough,-2922.0,2922.0,-4663.420053622336,6.56878924369812,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:16
G15.txt,Gset,49,DSN_thorough,-2930.0,2930.0,-4663.420486450195,6.58745002746582,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:23
G15.txt,Gset,50,DSN_thorough,-2926.0,2926.0,-4663.420486450195,6.56380295753479,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:29
G15.txt,Gset,51,DSN_thorough,-2922.0,2922.0,-4663.420104980469,6.556479215621948,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:41:36
