instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G57.txt,Gset,42,DSN_thorough,-2656.0,2656.0,-7932.460308074951,32.00803089141846,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:39:51
G57.txt,Gset,43,DSN_thorough,-2642.0,2642.0,-7922.978756547673,31.861886024475098,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:40:23
G57.txt,Gset,44,DSN_thorough,-2642.0,2642.0,-7936.877966377535,31.865891218185425,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:40:55
G57.txt,Gset,45,DSN_thorough,-2676.0,2676.0,-7929.893431762175,31.73576855659485,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:41:27
G57.txt,Gset,46,DSN_thorough,-2640.0,2640.0,-7928.745150566101,31.82473134994507,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:41:59
G57.txt,Gset,47,DSN_thorough,-2652.0,2652.0,-7933.891773091047,31.72740650177002,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:42:30
G57.txt,Gset,48,DSN_thorough,-2654.0,2654.0,-7937.647462491877,31.869004487991333,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:43:02
G57.txt,Gset,49,DSN_thorough,-2646.0,2646.0,-7928.879857063293,31.88153886795044,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:43:34
G57.txt,Gset,50,DSN_thorough,-2642.0,2642.0,-7928.820252418518,31.823574781417847,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:44:06
G57.txt,Gset,51,DSN_thorough,-2656.0,2656.0,-7933.097839067574,31.968703746795654,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 19:44:38
