instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G18.txt,Gset,42,DSN_thorough,-848.0,848.0,-2295.406913757324,31.17674684524536,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:44:19
G18.txt,Gset,43,DSN_thorough,-849.0,849.0,-2295.636367797852,31.23912119865417,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:44:50
G18.txt,Gset,44,DSN_thorough,-861.0,861.0,-2293.743133544922,31.13591480255127,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:45:21
G18.txt,Gset,45,DSN_thorough,-850.0,850.0,-2294.605605255929,31.07608461380005,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:45:52
G18.txt,Gset,46,DSN_thorough,-844.0,844.0,-2295.977752071747,31.023154258728027,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:46:23
G18.txt,Gset,47,DSN_thorough,-850.0,850.0,-2294.5388166925404,31.00440740585327,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:46:54
G18.txt,Gset,48,DSN_thorough,-857.0,857.0,-2295.1959766238288,31.17071557044983,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:47:26
G18.txt,Gset,49,DSN_thorough,-850.0,850.0,-2294.6611404418945,31.05561566352844,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:47:57
G18.txt,Gset,50,DSN_thorough,-861.0,861.0,-2295.5135189448047,31.055724382400516,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:48:28
G18.txt,Gset,51,DSN_thorough,-852.0,852.0,-2294.7557292751735,31.12193202972412,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:48:59
