instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G31.txt,Gset,42,DSN_thorough,-2908.0,2908.0,-8314.085514165345,32.791253089904785,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:35:58
G31.txt,Gset,43,DSN_thorough,-2937.0,2937.0,-8313.746006087982,32.699469566345215,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:36:31
G31.txt,Gset,44,DSN_thorough,-2931.0,2931.0,-8314.297676086426,32.62557411193848,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:37:03
G31.txt,Gset,45,DSN_thorough,-2901.0,2901.0,-8313.569068908691,32.67472982406616,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:37:36
G31.txt,Gset,46,DSN_thorough,-2915.0,2915.0,-8313.546688143688,32.75501871109009,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:38:09
G31.txt,Gset,47,DSN_thorough,-2915.0,2915.0,-8314.283432224416,32.73075747489929,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:38:42
G31.txt,Gset,48,DSN_thorough,-2911.0,2911.0,-8313.803672790527,32.73235607147217,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:39:14
G31.txt,Gset,49,DSN_thorough,-2938.0,2938.0,-8313.786629036767,32.74398136138916,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:39:47
G31.txt,Gset,50,DSN_thorough,-2894.0,2894.0,-8314.847946166992,32.406240701675415,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:40:19
G31.txt,Gset,51,DSN_thorough,-2901.0,2901.0,-8314.896321365319,32.757084369659424,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:40:52
