instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G20.txt,Gset,42,DSN_thorough,-853.0,853.0,-2274.383510495478,31.111308097839355,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:55:51
G20.txt,Gset,43,DSN_thorough,-833.0,833.0,-2273.562604794497,30.990092515945435,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:56:22
G20.txt,Gset,44,DSN_thorough,-856.0,856.0,-2273.681657891706,31.04982280731201,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:56:53
G20.txt,Gset,45,DSN_thorough,-841.0,841.0,-2272.3651191297686,31.066669464111328,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:57:25
G20.txt,Gset,46,DSN_thorough,-851.0,851.0,-2272.65085738762,31.09475350379944,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:57:56
G20.txt,Gset,47,DSN_thorough,-848.0,848.0,-2272.9148518241127,31.046104431152344,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:58:27
G20.txt,Gset,48,DSN_thorough,-851.0,851.0,-2273.5641133977915,30.92767310142517,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:58:58
G20.txt,Gset,49,DSN_thorough,-843.0,843.0,-2271.669370397125,31.096036434173584,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 17:59:29
G20.txt,Gset,50,DSN_thorough,-849.0,849.0,-2272.527885437012,31.039660453796387,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:00:00
G20.txt,Gset,51,DSN_thorough,-855.0,855.0,-2272.8934721892438,31.04309391975403,0.003,500,degree,0.999,30,0.5,100,0.01,True,2026-01-14 18:00:31
