instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
ba_524288_1_5.txt,barabasi_albert_10ins_m20,42,SPONGE,-105838867.0,13.496915817260742,2,1.0,1.0,True,2025-11-16 15:15:04
