instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
ba_64_1_3.txt,barabasi_albert_10ins_m20,42,SPONGE,-12586.0,0.017309904098510742,2,1.0,1.0,True,2025-11-16 15:17:20
