instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
ba_2048_1_0.txt,barabasi_albert_10ins_m20,42,SPONGE,-425493.0,0.0748744010925293,2,1.0,1.0,True,2025-11-16 15:08:27
