instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
ba_64_1_0.txt,barabasi_albert_selective_QQA,42,QQA6,-13868.0,5.905568361282349,-13868.0,5.8897175788879395,100,1.0,0.001,-2,0.1,4,0.2,3000,500,cuda,2025-11-19 12:57:28
