instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,alpha,beta,mode,precision,timestamp
G20.txt,Gset,42,SpecAnn,-1856.0,2.149943828582764,True,28,0.7263326063988248,1.0,0,32,2025-11-24 05:04:34
G20.txt,Gset,43,SpecAnn,-1864.0,2.198622226715088,True,35,0.709885207532891,1.0,0,32,2025-11-24 05:04:36
G20.txt,Gset,44,SpecAnn,-1864.0,2.1967365741729736,True,39,0.7263326063988248,1.0,0,32,2025-11-24 05:04:38
G20.txt,Gset,45,SpecAnn,-1854.0,2.1977245807647705,True,39,0.709885207532891,1.0,0,32,2025-11-24 05:04:41
G20.txt,Gset,46,SpecAnn,-1850.0,2.200981616973877,True,40,0.6580812002646271,1.0,0,32,2025-11-24 05:04:43
G20.txt,Gset,47,SpecAnn,-1854.0,2.199730396270752,True,39,0.709885207532891,1.0,0,32,2025-11-24 05:04:45
G20.txt,Gset,48,SpecAnn,-1852.0,2.2043020725250244,True,44,0.7208918361100219,1.0,0,32,2025-11-24 05:04:47
G20.txt,Gset,49,SpecAnn,-1856.0,2.191906213760376,True,32,0.709885207532891,1.0,0,32,2025-11-24 05:04:50
G20.txt,Gset,50,SpecAnn,-1854.0,2.189669370651245,True,26,0.7208918361100219,1.0,0,32,2025-11-24 05:04:52
G20.txt,Gset,51,SpecAnn,-1856.0000000000002,2.203784227371216,True,32,0.709885207532891,1.0,0,32,2025-11-24 05:04:54
