instance_name,dataset,seed,solver_name,energy,time,local_search,local_search_iterations,alpha,beta,mode,precision,timestamp
er_2048_1_8.txt,erdos_renyi_10ins_m20,42,SpecAnn,-562576.0,2.489575862884521,True,77,0.9135894424145556,1.0,0,32,2025-11-20 20:08:03
er_2048_1_8.txt,erdos_renyi_10ins_m20,43,SpecAnn,-563169.9999999999,2.479986906051636,True,75,0.8873565094161138,1.0,0,32,2025-11-20 20:08:05
er_2048_1_8.txt,erdos_renyi_10ins_m20,44,SpecAnn,-560618.0,2.483788251876831,True,81,0.8694282672026621,1.0,0,32,2025-11-20 20:08:08
er_2048_1_8.txt,erdos_renyi_10ins_m20,45,SpecAnn,-564699.9999999999,2.485854148864746,True,84,0.86488814078064,1.0,0,32,2025-11-20 20:08:10
er_2048_1_8.txt,erdos_renyi_10ins_m20,46,SpecAnn,-562666.0000000001,2.485152244567871,True,81,0.8694282672026621,1.0,0,32,2025-11-20 20:08:13
er_2048_1_8.txt,erdos_renyi_10ins_m20,47,SpecAnn,-562056.0,2.489298820495605,True,86,0.9801172997452104,1.0,0,32,2025-11-20 20:08:15
er_2048_1_8.txt,erdos_renyi_10ins_m20,48,SpecAnn,-562086.0000000001,2.4954168796539307,True,81,0.8739448080737451,1.0,0,32,2025-11-20 20:08:18
er_2048_1_8.txt,erdos_renyi_10ins_m20,49,SpecAnn,-561523.9999999999,2.500493288040161,True,84,0.9801172997452104,1.0,0,32,2025-11-20 20:08:20
er_2048_1_8.txt,erdos_renyi_10ins_m20,50,SpecAnn,-562884.0,2.4964003562927246,True,78,0.8961861448935777,1.0,0,32,2025-11-20 20:08:23
er_2048_1_8.txt,erdos_renyi_10ins_m20,51,SpecAnn,-562363.9999999999,2.4890615940093994,True,73,0.9920947376656813,1.0,0,32,2025-11-20 20:08:26
