instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G6.txt,Gset,42,DSN,-1975.0,1975.0,-5146.791480528365,21.25657320022583,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:03:28
G6.txt,Gset,43,DSN,-1970.0,1970.0,-5149.321758218488,21.21334171295166,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:03:49
G6.txt,Gset,44,DSN,-1955.0,1955.0,-5146.805594910402,21.07236623764038,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:04:10
G6.txt,Gset,45,DSN,-1975.0,1975.0,-5146.659469604492,21.04153227806092,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:04:31
G6.txt,Gset,46,DSN,-1968.0,1968.0,-5150.133895874023,20.905049562454224,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:04:52
G6.txt,Gset,47,DSN,-1995.0,1995.0,-5154.4391867734375,19.396042585372925,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:05:12
G6.txt,Gset,48,DSN,-1980.0,1980.0,-5160.611749360804,20.48037695884705,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:05:32
G6.txt,Gset,49,DSN,-1991.0,1991.0,-5149.310314125818,21.09439301490784,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:05:53
G6.txt,Gset,50,DSN,-1996.0,1996.0,-5152.038967288099,20.32406520843506,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:06:14
G6.txt,Gset,51,DSN,-1976.0,1976.0,-5147.288905890542,20.863937616348267,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 19:06:35
