instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G24.txt,Gset,42,DSN,-12956.0,12956.0,-19989.99786376953,5.331995964050293,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:51:45
G24.txt,Gset,43,DSN,-12909.0,12909.0,-19989.997330932645,5.345032453536987,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:51:50
G24.txt,Gset,44,DSN,-12909.0,12909.0,-19989.997176513425,5.362209320068359,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:51:55
G24.txt,Gset,45,DSN,-12909.0,12909.0,-19989.997330932645,5.380047798156738,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:01
G24.txt,Gset,46,DSN,-12909.0,12909.0,-19989.9959564209,5.343340396881104,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:06
G24.txt,Gset,47,DSN,-12909.0,12909.0,-19989.997330932645,5.477030992507935,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:12
G24.txt,Gset,48,DSN,-12926.0,12926.0,-19989.99786376953,5.381062030792236,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:17
G24.txt,Gset,49,DSN,-12909.0,12909.0,-19989.997330932645,5.380037307739258,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:22
G24.txt,Gset,50,DSN,-12909.0,12909.0,-19989.997330932645,5.357392072677612,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:28
G24.txt,Gset,51,DSN,-12909.0,12909.0,-19989.997330932645,5.468975067138672,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:52:33
