instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G17.txt,Gset,42,DSN,-2935.0,2935.0,-4668.917846679688,4.55320405960083,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:28
G17.txt,Gset,43,DSN,-2931.0,2931.0,-4668.917846679688,4.55765700340271,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:33
G17.txt,Gset,44,DSN,-2942.0,2942.0,-4668.917796160444,4.531555652618408,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:37
G17.txt,Gset,45,DSN,-2928.0,2928.0,-4668.91820288985,4.537022113800049,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:42
G17.txt,Gset,46,DSN,-2942.0,2942.0,-4668.917846679688,4.540132284164429,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:46
G17.txt,Gset,47,DSN,-2935.0,2935.0,-4668.9181776302285,4.559874057769775,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:51
G17.txt,Gset,48,DSN,-2942.0,2942.0,-4668.918228149414,4.543923616409302,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:34:55
G17.txt,Gset,49,DSN,-2935.0,2935.0,-4668.917796160444,4.545915126800537,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:35:00
G17.txt,Gset,50,DSN,-2930.0,2930.0,-4668.9181776302285,4.534353733062744,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:35:05
G17.txt,Gset,51,DSN,-2940.0,2940.0,-4668.918228149414,4.535418272018433,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:35:09
