instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G34.txt,Gset,42,DSN,-1092.0,1092.0,-3238.4103098228807,20.421120643615723,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:21:20
G34.txt,Gset,43,DSN,-1090.0,1090.0,-3224.473631603789,20.54229998588562,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:21:40
G34.txt,Gset,44,DSN,-1090.0,1090.0,-3228.6156367245567,20.316263675689697,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:22:01
G34.txt,Gset,45,DSN,-1090.0,1090.0,-3216.8423287923506,21.057297468185425,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:22:22
G34.txt,Gset,46,DSN,-1102.0,1102.0,-3215.9089199412265,21.037837266922,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:22:43
G34.txt,Gset,47,DSN,-1086.0,1086.0,-3216.9008255004883,20.45935225486756,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:23:03
G34.txt,Gset,48,DSN,-1086.0,1086.0,-3231.271422960941,20.343647003173828,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:23:24
G34.txt,Gset,49,DSN,-1100.0,1100.0,-3205.355558667623,20.701987266540527,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:23:44
G34.txt,Gset,50,DSN,-1090.0,1090.0,-3218.4057655544457,21.078935861587524,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:05
G34.txt,Gset,51,DSN,-1090.0,1090.0,-3215.7601467297063,20.98457360267639,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:26
