instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G18.txt,Gset,42,DSN,-848.0,848.0,-2295.1749489096983,20.89837527275085,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:35:30
G18.txt,Gset,43,DSN,-858.0,858.0,-2298.329497908548,21.069595098495483,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:35:51
G18.txt,Gset,44,DSN,-857.0,857.0,-2295.3920364379883,20.88473629951477,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:36:12
G18.txt,Gset,45,DSN,-838.0,838.0,-2296.662712097168,21.061035871505737,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:36:33
G18.txt,Gset,46,DSN,-846.0,846.0,-2295.195960998535,20.879159688949585,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:36:54
G18.txt,Gset,47,DSN,-848.0,848.0,-2296.090888977051,20.942763090133667,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:37:15
G18.txt,Gset,48,DSN,-850.0,850.0,-2294.797897338867,20.91032457351685,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:37:36
G18.txt,Gset,49,DSN,-848.0,848.0,-2298.032935946103,21.15567421913147,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:37:57
G18.txt,Gset,50,DSN,-846.0,846.0,-2294.144058227539,20.843290090560917,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:38:18
G18.txt,Gset,51,DSN,-867.0,867.0,-2295.0561867175566,20.9473078250885,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:38:39
