instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G21.txt,Gset,42,DSN,-859.0,859.0,-2281.6114092424104,20.65970110893249,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:46:43
G21.txt,Gset,43,DSN,-856.0,856.0,-2282.253074645996,20.71114230155945,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:47:04
G21.txt,Gset,44,DSN,-866.0,866.0,-2284.333304620712,20.59290862083435,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:47:24
G21.txt,Gset,45,DSN,-853.0,853.0,-2284.8296954978578,20.959284782409668,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:47:45
G21.txt,Gset,46,DSN,-859.0,859.0,-2282.220807223581,20.73950791358948,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:48:06
G21.txt,Gset,47,DSN,-869.0,869.0,-2284.5245361328125,21.120373010635376,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:48:27
G21.txt,Gset,48,DSN,-854.0,854.0,-2283.009255603174,20.669530391693115,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:48:48
G21.txt,Gset,49,DSN,-848.0,848.0,-2286.331558227539,21.001404523849487,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:49:09
G21.txt,Gset,50,DSN,-842.0,842.0,-2284.847302521637,20.96527862548828,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:49:30
G21.txt,Gset,51,DSN,-849.0,849.0,-2283.3938102859393,20.80455183982849,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 17:49:51
