instance_name,dataset,seed,solver_name,energy,cut,bound,time,eta,T,init,lr_decay,patience,grad_clip,n_rounding,epsilon,gpu,timestamp
G35.txt,Gset,42,DSN,-7378.0,7378.0,-11789.76345062256,4.879575729370117,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:31
G35.txt,Gset,43,DSN,-7378.0,7378.0,-11789.76371937932,4.8825390338897705,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:36
G35.txt,Gset,44,DSN,-7346.0,7346.0,-11789.76345062256,4.789116621017456,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:41
G35.txt,Gset,45,DSN,-7351.0,7351.0,-11789.76345062256,4.795742511749268,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:46
G35.txt,Gset,46,DSN,-7370.0,7370.0,-11789.76345062256,4.773223876953125,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:51
G35.txt,Gset,47,DSN,-7370.0,7370.0,-11789.763936128234,4.811258316040039,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:24:55
G35.txt,Gset,48,DSN,-7378.0,7378.0,-11789.762999789556,4.820841073989868,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:25:00
G35.txt,Gset,49,DSN,-7378.0,7378.0,-11789.763936128234,4.857189416885376,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:25:05
G35.txt,Gset,50,DSN,-7370.0,7370.0,-11789.764222217607,4.788835763931274,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:25:10
G35.txt,Gset,51,DSN,-7365.0,7365.0,-11789.762496948242,4.818275213241577,0.005,300,identity,0.998,20,1.0,50,0.01,True,2026-01-14 18:25:15
