instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
ba_4194304_1_0.bin.gz,barabasi_albert,42,SPONGE,-747717647.0,177.80483412742615,2,1.0,1.0,True,2025-11-16 15:49:43
