instance_name,dataset,seed,solver_name,energy,time,k,tau_p,tau_n,use_sym,timestamp
ba_4194304_1_8.bin.gz,barabasi_albert,42,SPONGE,-747683801.0,166.97799110412598,2,1.0,1.0,True,2025-11-16 16:32:37
