instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_4.txt,erdos_renyi_10ins_m20,42,QQA,-262320.0,6.329074144363403,-262320.0,6.325402498245239,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:14
er_1024_1_4.txt,erdos_renyi_10ins_m20,43,QQA,-264216.0,6.360627174377441,-264216.0,6.356294870376587,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:48
er_1024_1_4.txt,erdos_renyi_10ins_m20,44,QQA,-263690.0,6.353216648101807,-263690.0,6.349621772766113,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:55
er_1024_1_4.txt,erdos_renyi_10ins_m20,45,QQA,-267150.0,6.350715160369873,-267150.0,6.3469343185424805,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:01
er_1024_1_4.txt,erdos_renyi_10ins_m20,46,QQA,-263268.0,6.3600146770477295,-263268.0,6.356274366378784,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:07
er_1024_1_4.txt,erdos_renyi_10ins_m20,47,QQA,-261742.0,6.352524995803833,-261742.0,6.348932504653931,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:14
er_1024_1_4.txt,erdos_renyi_10ins_m20,48,QQA,-264152.0,6.361205101013184,-264152.0,6.357601881027222,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:20
er_1024_1_4.txt,erdos_renyi_10ins_m20,49,QQA,-263164.0,6.354204177856445,-263164.0,6.350550174713135,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:27
er_1024_1_4.txt,erdos_renyi_10ins_m20,50,QQA,-264622.0,6.369173526763916,-264622.0,6.365444898605347,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:33
er_1024_1_4.txt,erdos_renyi_10ins_m20,51,QQA,-267250.0,6.355972766876221,-267250.0,6.352357387542725,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:39
