instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_7.txt,erdos_renyi_10ins_m20,42,QQA,-265583.0,6.342575788497925,-265583.0,6.3386993408203125,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:33
er_1024_1_7.txt,erdos_renyi_10ins_m20,43,QQA,-262493.0,6.352609634399414,-262493.0,6.348994970321655,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:59
er_1024_1_7.txt,erdos_renyi_10ins_m20,44,QQA,-263061.0,6.362995386123657,-263061.0,6.359353303909302,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:06
er_1024_1_7.txt,erdos_renyi_10ins_m20,45,QQA,-268181.0,6.369178056716919,-268181.0,6.365434408187866,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:12
er_1024_1_7.txt,erdos_renyi_10ins_m20,46,QQA,-266189.0,6.361186742782593,-266189.0,6.357520818710327,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:19
er_1024_1_7.txt,erdos_renyi_10ins_m20,47,QQA,-261549.0,6.361405372619629,-261549.0,6.357365608215332,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:25
er_1024_1_7.txt,erdos_renyi_10ins_m20,48,QQA,-264353.0,6.361302137374878,-264353.0,6.357698440551758,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:31
er_1024_1_7.txt,erdos_renyi_10ins_m20,49,QQA,-260767.0,6.361843585968018,-260767.0,6.358185052871704,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:38
er_1024_1_7.txt,erdos_renyi_10ins_m20,50,QQA,-261967.0,6.361536264419556,-261967.0,6.35790491104126,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:44
er_1024_1_7.txt,erdos_renyi_10ins_m20,51,QQA,-264529.0,6.363780736923218,-264529.0,6.360147476196289,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:49:50
