instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_6.txt,erdos_renyi_10ins_m20,42,QQA,-263676.0,6.405987501144409,-263676.0,6.40190863609314,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:27
er_1024_1_6.txt,erdos_renyi_10ins_m20,43,QQA,-261242.0,6.366842746734619,-261242.0,6.36277437210083,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:56
er_1024_1_6.txt,erdos_renyi_10ins_m20,44,QQA,-263252.0,6.357348442077637,-263252.0,6.353665113449097,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:02
er_1024_1_6.txt,erdos_renyi_10ins_m20,45,QQA,-262256.0,6.3622822761535645,-262256.0,6.358621835708618,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:08
er_1024_1_6.txt,erdos_renyi_10ins_m20,46,QQA,-261372.0,6.357309103012085,-261372.0,6.353579044342041,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:15
er_1024_1_6.txt,erdos_renyi_10ins_m20,47,QQA,-263044.0,6.366737127304077,-263044.0,6.363068342208862,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:21
er_1024_1_6.txt,erdos_renyi_10ins_m20,48,QQA,-266402.0,6.361962556838989,-266402.0,6.358270406723023,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:28
er_1024_1_6.txt,erdos_renyi_10ins_m20,49,QQA,-265110.0,6.359724998474121,-265110.0,6.356136560440064,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:34
er_1024_1_6.txt,erdos_renyi_10ins_m20,50,QQA,-266800.0,6.357084274291992,-266800.0,6.353501558303833,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:40
er_1024_1_6.txt,erdos_renyi_10ins_m20,51,QQA,-263520.0,6.36165189743042,-263520.0,6.358035087585449,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:48:47
