instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_3.txt,erdos_renyi_10ins_m20,42,QQA,-262448.0,6.328131437301636,-262448.0,6.324180603027344,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:08
er_1024_1_3.txt,erdos_renyi_10ins_m20,43,QQA,-263742.0,6.360053300857544,-263742.0,6.356416463851929,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:45
er_1024_1_3.txt,erdos_renyi_10ins_m20,44,QQA,-268598.0,6.358480930328369,-268598.0,6.354862213134766,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:51
er_1024_1_3.txt,erdos_renyi_10ins_m20,45,QQA,-262142.0,6.354325532913208,-262142.0,6.350691556930542,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:57
er_1024_1_3.txt,erdos_renyi_10ins_m20,46,QQA,-267160.0,6.357667684555054,-267160.0,6.354054927825928,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:04
er_1024_1_3.txt,erdos_renyi_10ins_m20,47,QQA,-265376.0,6.359562873840332,-265376.0,6.355927467346191,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:10
er_1024_1_3.txt,erdos_renyi_10ins_m20,48,QQA,-268816.0,6.359266757965088,-268816.0,6.355640649795532,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:17
er_1024_1_3.txt,erdos_renyi_10ins_m20,49,QQA,-269666.0,6.354305267333984,-269666.0,6.350660085678101,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:23
er_1024_1_3.txt,erdos_renyi_10ins_m20,50,QQA,-264128.0,6.357270002365112,-264128.0,6.353597164154053,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:29
er_1024_1_3.txt,erdos_renyi_10ins_m20,51,QQA,-263436.0,6.352632761001587,-263436.0,6.348897457122803,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:45:36
