instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_2.txt,erdos_renyi_10ins_m20,42,QQA,-264181.0,6.347869873046875,-264181.0,6.343838691711426,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:01
er_1024_1_2.txt,erdos_renyi_10ins_m20,43,QQA,-263139.0,6.369881629943848,-263139.0,6.366230010986328,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:43:41
er_1024_1_2.txt,erdos_renyi_10ins_m20,44,QQA,-264645.0,6.361001253128052,-264645.0,6.35724401473999,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:43:47
er_1024_1_2.txt,erdos_renyi_10ins_m20,45,QQA,-261013.0,6.372055292129517,-261013.0,6.36800742149353,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:43:54
er_1024_1_2.txt,erdos_renyi_10ins_m20,46,QQA,-264185.0,6.361720323562622,-264185.0,6.358137369155884,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:00
er_1024_1_2.txt,erdos_renyi_10ins_m20,47,QQA,-263467.0,6.370176553726196,-263467.0,6.366512775421143,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:06
er_1024_1_2.txt,erdos_renyi_10ins_m20,48,QQA,-263443.0,6.36475682258606,-263443.0,6.361051321029663,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:13
er_1024_1_2.txt,erdos_renyi_10ins_m20,49,QQA,-261671.0,6.368075132369995,-261671.0,6.364485740661621,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:19
er_1024_1_2.txt,erdos_renyi_10ins_m20,50,QQA,-264783.0,6.359999656677246,-264783.0,6.356400966644287,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:26
er_1024_1_2.txt,erdos_renyi_10ins_m20,51,QQA,-268437.0,6.369480609893799,-268437.0,6.365904331207275,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:44:32
