instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_5.txt,erdos_renyi_10ins_m20,42,QQA,-264456.0,6.362060070037842,-264456.0,6.358100891113281,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:20
er_1024_1_5.txt,erdos_renyi_10ins_m20,43,QQA,-262700.0,6.35839581489563,-262700.0,6.354762077331543,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:52
er_1024_1_5.txt,erdos_renyi_10ins_m20,44,QQA,-266486.0,6.363248348236084,-266486.0,6.359582185745239,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:46:58
er_1024_1_5.txt,erdos_renyi_10ins_m20,45,QQA,-263846.0,6.357543706893921,-263846.0,6.3537986278533936,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:05
er_1024_1_5.txt,erdos_renyi_10ins_m20,46,QQA,-265034.0,6.36573052406311,-265034.0,6.362128496170044,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:11
er_1024_1_5.txt,erdos_renyi_10ins_m20,47,QQA,-262328.0,6.361525774002075,-262328.0,6.357905626296997,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:17
er_1024_1_5.txt,erdos_renyi_10ins_m20,48,QQA,-264902.0,6.363996982574463,-264902.0,6.36037015914917,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:24
er_1024_1_5.txt,erdos_renyi_10ins_m20,49,QQA,-264798.0,6.363081216812134,-264798.0,6.359469175338745,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:30
er_1024_1_5.txt,erdos_renyi_10ins_m20,50,QQA,-264954.0,6.36906361579895,-264954.0,6.365415334701538,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:37
er_1024_1_5.txt,erdos_renyi_10ins_m20,51,QQA,-263572.0,6.360776662826538,-263572.0,6.357044219970703,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:47:43
