instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_9.txt,erdos_renyi_10ins_m20,42,QQA,-261088.0,6.344666481018066,-261088.0,6.340940952301025,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:46
er_1024_1_9.txt,erdos_renyi_10ins_m20,43,QQA,-260758.0,6.3537774085998535,-260758.0,6.35018253326416,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:07
er_1024_1_9.txt,erdos_renyi_10ins_m20,44,QQA,-266698.0,6.359473943710327,-266698.0,6.355880737304688,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:13
er_1024_1_9.txt,erdos_renyi_10ins_m20,45,QQA,-266386.0,6.354643821716309,-266386.0,6.351013422012329,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:20
er_1024_1_9.txt,erdos_renyi_10ins_m20,46,QQA,-259258.0,6.368829965591431,-259258.0,6.365267753601074,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:26
er_1024_1_9.txt,erdos_renyi_10ins_m20,47,QQA,-263460.0,6.350527286529541,-263460.0,6.34697413444519,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:32
er_1024_1_9.txt,erdos_renyi_10ins_m20,48,QQA,-263736.0,6.357149600982666,-263736.0,6.353569030761719,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:39
er_1024_1_9.txt,erdos_renyi_10ins_m20,49,QQA,-263808.0,6.360192537307739,-263808.0,6.356582403182983,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:45
er_1024_1_9.txt,erdos_renyi_10ins_m20,50,QQA,-269164.0,6.362438678741455,-269164.0,6.358842372894287,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:51
er_1024_1_9.txt,erdos_renyi_10ins_m20,51,QQA,-262112.0,6.359754085540772,-262112.0,6.356130599975586,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:51:58
