instance_name,dataset,seed,solver_name,energy,time,qqa_best_obj,qqa_runtime,sol_size,learning_rate,temp,min_bg,max_bg,curve_rate,div_param,num_epochs,check_interval,device,timestamp
er_1024_1_8.txt,erdos_renyi_10ins_m20,42,QQA,-266728.0,6.373669385910034,-266728.0,6.370072841644287,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-21 05:24:40
er_1024_1_8.txt,erdos_renyi_10ins_m20,43,QQA,-264208.0,6.3585591316223145,-264208.0,6.354952812194824,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:03
er_1024_1_8.txt,erdos_renyi_10ins_m20,44,QQA,-264048.0,6.366577386856079,-264048.0,6.36289644241333,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:10
er_1024_1_8.txt,erdos_renyi_10ins_m20,45,QQA,-262694.0,6.384045600891113,-262694.0,6.380284309387207,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:16
er_1024_1_8.txt,erdos_renyi_10ins_m20,46,QQA,-266164.0,6.373688697814941,-266164.0,6.370065450668335,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:22
er_1024_1_8.txt,erdos_renyi_10ins_m20,47,QQA,-264396.0,6.355969429016113,-264396.0,6.352243423461914,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:29
er_1024_1_8.txt,erdos_renyi_10ins_m20,48,QQA,-266892.0,6.358644485473633,-266892.0,6.355032920837402,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:35
er_1024_1_8.txt,erdos_renyi_10ins_m20,49,QQA,-263804.0,6.352835178375244,-263804.0,6.349117279052734,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:41
er_1024_1_8.txt,erdos_renyi_10ins_m20,50,QQA,-266162.0,6.357998847961426,-266162.0,6.35440993309021,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:48
er_1024_1_8.txt,erdos_renyi_10ins_m20,51,QQA,-262140.0,6.357700347900391,-262140.0,6.354126214981079,100,1.0,0.001,-3.0,0.1,4.0,0.2,3000,500,cuda,2025-11-20 14:50:54
